アイテムID,アイテム名,ワールド名,取引日時(JST),単価(Gil),数量,HQ,購入者名
49294,コートリーラヴァー・スカウトトラウザー,Durandal,2026-08-04 21:32:25,99999,1,HQ,Jin Rou
15945,ピレトリン,Shinryu,2026-08-04 21:32:25,1,2,NQ,W'llayan Lizha
50442,コスモ・アームドウェポン認証鍵,Hades,2026-08-04 21:32:23,823800,1,NQ,Krom Bacher
47899,タイクーンプリンセス・タイツ,Gungnir,2026-08-04 21:32:23,63999,1,NQ,Bison Bison
15925,ムーンファイアホルター,Alexander,2026-08-04 21:32:23,8000,1,NQ,Princess Tenko
50441,局地用パワーローダー認証鍵,Hades,2026-08-04 21:32:20,357000,1,NQ,Krom Bacher
49308,コートリーラヴァー・レンジャーイヤリング,Hades,2026-08-04 21:32:18,289800,1,HQ,Beat Box
44031,サーセネット織物,Bahamut,2026-08-04 21:32:18,100,2,NQ,Ichino Chino
49309,コートリーラヴァー・ヒーラーイヤリング,Unicorn,2026-08-04 21:32:18,138730,1,HQ,Rydia Shinon
50435,コスモフェイス認証鍵,Hades,2026-08-04 21:32:15,2995000,1,NQ,Krom Bacher
49292,コートリーラヴァー・スカウトシャツ,Durandal,2026-08-04 21:32:11,338700,1,HQ,Jin Rou
39474,コーギー,Anima,2026-08-04 21:32:10,1778000,1,NQ,Lune Tsukishiro
49285,コートリーラヴァー・ストライカーブーツ,Chocobo,2026-08-04 21:32:10,167000,1,HQ,Kiku Rin
49284,コートリーラヴァー・ストライカーブレー,Chocobo,2026-08-04 21:32:07,180000,1,HQ,Kiku Rin
49290,コートリーラヴァー・レンジャーシューズ,Hades,2026-08-04 21:32:04,98500,1,HQ,Beat Box
47985,演技教本:怒りに震える,Ramuh,2026-08-04 21:32:03,213000,1,NQ,Masakazu Sakurada
52288,スコップ,Belias,2026-08-04 21:31:59,1950000,1,NQ,Aya Pam
49283,コートリーラヴァー・ストライカーアームガード,Chocobo,2026-08-04 21:31:58,170000,1,HQ,Kiku Rin
41782,詠唱のハイアルテマテリジャ,Alexander,2026-08-04 21:31:58,217,1,NQ,Stella Bremer
47201,ピーコック・ギャザラーリング,Ifrit,2026-08-04 21:31:57,220325,1,HQ,Tomama Toma
41782,詠唱のハイアルテマテリジャ,Alexander,2026-08-04 21:31:57,217,1,NQ,Stella Bremer
41782,詠唱のハイアルテマテリジャ,Alexander,2026-08-04 21:31:56,217,2,NQ,Stella Bremer
41782,詠唱のハイアルテマテリジャ,Alexander,2026-08-04 21:31:55,217,3,NQ,Stella Bremer
49289,コートリーラヴァー・レンジャートラウザー,Hades,2026-08-04 21:31:55,284945,1,HQ,Beat Box
49238,心力の宝薬G4,Tiamat,2026-08-04 21:31:54,4490,50,HQ,Tyappe Meguline
12631,ドラヴァニア天然水,Shinryu,2026-08-04 21:31:53,210,18,NQ,Uzuna Izuna
41772,武略のハイアルテマテリジャ,Ramuh,2026-08-04 21:31:51,800,18,NQ,Waltstein Abend
44138,海島綿,Ixion,2026-08-04 21:31:50,138,99,NQ,Rumi Jyles
49262,コートリーラヴァー・ブレード,Fenrir,2026-08-04 21:31:48,199900,1,HQ,Hazel Hyzenthlay
50327,ヘアカタログ:ガイウス,Asura,2026-08-04 21:31:44,2997904,1,NQ,Marpy Skrd
50794,オーケストリオン譜:踏みにじられた心,Pandaemonium,2026-08-04 21:31:42,14000,1,NQ,Sakura Libry
12583,バーチ材,Mandragora,2026-08-04 21:31:42,400,2,HQ,Loki Menyaro
43855,ポッパールアー,Masamune,2026-08-04 21:31:39,1500,3,NQ,White Books
31406,ヘアカタログ:セイントウィング,Bahamut,2026-08-04 21:31:26,11000,1,NQ,Banana Seven
49287,コートリーラヴァー・レンジャーシャツ,Hades,2026-08-04 21:31:24,215952,1,HQ,Beat Box
43855,ポッパールアー,Pandaemonium,2026-08-04 21:31:23,2000,99,NQ,Saku Bayoeeen
39311,サロンサーバー・ボトム,Valefor,2026-08-04 21:31:23,680,1,NQ,Romi Loi
43855,ポッパールアー,Valefor,2026-08-04 21:31:22,2800,10,NQ,Tom Zukin
49286,コートリーラヴァー・レンジャーヘアピン,Hades,2026-08-04 21:31:12,80000,1,HQ,Beat Box
50970,包丁研磨用砥石,Titan,2026-08-04 21:31:06,678100,1,NQ,Uca Lilas
12610,クリスタルガラス,Tonberry,2026-08-04 21:31:04,1000,2,NQ,Linzy Summer
12610,クリスタルガラス,Tonberry,2026-08-04 21:31:03,1000,2,NQ,Linzy Summer
10391,サベネアンバブーシュ,Atomos,2026-08-04 21:31:01,450,1,NQ,Aya Minatsuki
10391,サベネアンバブーシュ,Atomos,2026-08-04 21:31:00,450,1,NQ,Aya Minatsuki
50327,ヘアカタログ:ガイウス,Ridill,2026-08-04 21:30:58,5000000,1,NQ,Shelly Moonpie
47979,ペタロドゥス・ホイッスル,Titan,2026-08-04 21:30:51,1000,1,NQ,Let Ram
14942,ウィンドシルクボトム,Atomos,2026-08-04 21:30:37,39,1,NQ,Mirill Riri
47179,ゴールデンサム・スピニングホイール,Atomos,2026-08-04 21:30:32,300000,1,HQ,Chamomile Atelier
44138,海島綿,Alexander,2026-08-04 21:30:24,100,20,NQ,Arrow Headias
27711,霊青材,Tonberry,2026-08-04 21:30:22,499,1,NQ,Eros Riahi
20471,道士袍服,Titan,2026-08-04 21:30:21,10000,1,NQ,Yoshitune Nekowakamal
27711,霊青材,Tonberry,2026-08-04 21:30:20,493,1,NQ,Eros Riahi
36181,鉄雲母,Belias,2026-08-04 21:30:19,264,10,NQ,Harry Happi
36181,鉄雲母,Belias,2026-08-04 21:30:17,230,50,NQ,Harry Happi
36181,鉄雲母,Belias,2026-08-04 21:30:16,230,50,NQ,Harry Happi
20531,タビスズメ,Shinryu,2026-08-04 21:30:14,90,1,NQ,Ainatto Yanagi
36181,鉄雲母,Belias,2026-08-04 21:30:06,290,99,NQ,Harry Happi
50970,包丁研磨用砥石,Titan,2026-08-04 21:30:05,677999,1,NQ,Nekoa Chan
36181,鉄雲母,Belias,2026-08-04 21:30:05,275,99,NQ,Harry Happi
31984,第四次復興用の最高級綿花【検】,Zeromus,2026-08-04 21:29:51,100,20,NQ,Ram Elam
31984,第四次復興用の最高級綿花【検】,Zeromus,2026-08-04 21:29:50,100,92,NQ,Ram Elam
31984,第四次復興用の最高級綿花【検】,Zeromus,2026-08-04 21:29:48,95,99,NQ,Ram Elam
31984,第四次復興用の最高級綿花【検】,Zeromus,2026-08-04 21:29:47,95,99,NQ,Ram Elam
29958,コバルトアロイインゴット,Hades,2026-08-04 21:29:46,800,2,HQ,N'p Siesta
31984,第四次復興用の最高級綿花【検】,Zeromus,2026-08-04 21:29:46,94,10,NQ,Ram Elam
29958,コバルトアロイインゴット,Hades,2026-08-04 21:29:45,784,2,HQ,N'p Siesta
29958,コバルトアロイインゴット,Hades,2026-08-04 21:29:44,712,1,NQ,N'p Siesta
31981,第四次復興用の最高級ホワイトシーダー原木【検】,Zeromus,2026-08-04 21:29:39,107,99,NQ,Ram Elam
31981,第四次復興用の最高級ホワイトシーダー原木【検】,Zeromus,2026-08-04 21:29:38,107,99,NQ,Ram Elam
31981,第四次復興用の最高級ホワイトシーダー原木【検】,Zeromus,2026-08-04 21:29:37,107,99,NQ,Ram Elam
31981,第四次復興用の最高級ホワイトシーダー原木【検】,Zeromus,2026-08-04 21:29:36,100,10,NQ,Ram Elam
47183,ゴールデンサム・サイズ,Ridill,2026-08-04 21:29:35,310000,1,HQ,Shu Roll
47172,ゴールデンサム・ハチェット,Ridill,2026-08-04 21:29:30,210000,1,HQ,Shu Roll
49262,コートリーラヴァー・ブレード,Chocobo,2026-08-04 21:29:28,229468,1,HQ,Kiku Rin
47182,ゴールデンサム・モール,Ridill,2026-08-04 21:29:25,250000,1,HQ,Shu Roll
47171,ゴールデンサム・ピック,Ridill,2026-08-04 21:29:20,207990,1,HQ,Shu Roll
44138,海島綿,Garuda,2026-08-04 21:29:16,480,2,NQ,Atsumu Miya
49283,コートリーラヴァー・ストライカーアームガード,Durandal,2026-08-04 21:28:53,79000,1,HQ,Hazel Hyzenthlay
51272,ルインド・アクアダクト,Hades,2026-08-04 21:28:50,7500000,1,NQ,Liz Nyan
47183,ゴールデンサム・サイズ,Mandragora,2026-08-04 21:28:50,446280,1,HQ,Koa Udou
43984,ピーマン,Hades,2026-08-04 21:28:48,96,10,NQ,Loussier Luu
43984,ピーマン,Hades,2026-08-04 21:28:47,96,10,NQ,Loussier Luu
44157,剛力の宝薬,Durandal,2026-08-04 21:28:47,800,1,HQ,Ichigo Luka
49284,コートリーラヴァー・ストライカーブレー,Durandal,2026-08-04 21:28:47,98714,1,HQ,Hazel Hyzenthlay
44157,剛力の宝薬,Durandal,2026-08-04 21:28:46,800,1,HQ,Ichigo Luka
44157,剛力の宝薬,Durandal,2026-08-04 21:28:45,500,1,HQ,Ichigo Luka
49830,クレセントマギ・マスターファイターリング,Ramuh,2026-08-04 21:28:36,158000,1,NQ,Hiru Choco
36181,鉄雲母,Unicorn,2026-08-04 21:28:27,250,20,NQ,Lavi Labbit
36181,鉄雲母,Unicorn,2026-08-04 21:28:22,245,9,NQ,Lavi Labbit
43855,ポッパールアー,Typhon,2026-08-04 21:28:20,1200,10,NQ,Ran Yumesaki
49301,コートリーラヴァー・キャスターフード,Gungnir,2026-08-04 21:28:19,106916,1,HQ,Victoria Diaz
13709,カララント:ダークレッド,Unicorn,2026-08-04 21:28:17,200,1,NQ,Siki Ortensia
31984,第四次復興用の最高級綿花【検】,Yojimbo,2026-08-04 21:28:13,77,26,NQ,Ram Elam
44151,プルスサウルスレザー,Masamune,2026-08-04 21:28:10,48,1,NQ,Astrea Centenario
44151,プルスサウルスレザー,Masamune,2026-08-04 21:28:09,15,1,NQ,Astrea Centenario
27711,霊青材,Unicorn,2026-08-04 21:28:07,1111,1,NQ,Aranami Holy
47197,ピーコック・クラフターリング,Durandal,2026-08-04 21:28:04,1,1,HQ,Yuumi Increase
47196,ピーコック・クラフターブレスレット,Durandal,2026-08-04 21:28:04,1,1,HQ,Yuumi Increase
47185,ピーコック・クラフターシャツ,Durandal,2026-08-04 21:28:04,1,1,HQ,Yuumi Increase
47186,ピーコック・クラフターグローブ,Durandal,2026-08-04 21:28:04,1,1,HQ,Yuumi Increase
47184,ピーコック・クラフターヘッドバンド,Durandal,2026-08-04 21:28:04,1500000,1,HQ,Yuumi Increase
47194,ピーコック・クラフターイヤリング,Durandal,2026-08-04 21:28:04,1,1,HQ,Yuumi Increase
47187,ピーコック・クラフターキュロット,Durandal,2026-08-04 21:28:04,1,1,HQ,Yuumi Increase
47188,ピーコック・クラフターブーツ,Durandal,2026-08-04 21:28:04,1,1,HQ,Yuumi Increase
49285,コートリーラヴァー・ストライカーブーツ,Alexander,2026-08-04 21:28:03,128999,1,HQ,Hazel Hyzenthlay
36249,サイガレザー,Ixion,2026-08-04 21:28:00,2995,2,HQ,Ninzyar Bird
31989,第四次復興用の最高級鉱砂【検】,Yojimbo,2026-08-04 21:27:57,11,99,NQ,Ram Elam
44015,セイバ原木,Belias,2026-08-04 21:27:56,382,3,NQ,Ana Sulivan
31989,第四次復興用の最高級鉱砂【検】,Yojimbo,2026-08-04 21:27:56,11,99,NQ,Ram Elam
44015,セイバ原木,Belias,2026-08-04 21:27:55,382,10,NQ,Ana Sulivan
31990,第四次復興用の最高級霊青岩【検】,Yojimbo,2026-08-04 21:27:53,11,9,NQ,Ram Elam
33656,フロンティアジャケット,Atomos,2026-08-04 21:27:51,400,1,NQ,Mirill Riri
45978,ディアトリマの毛布,Belias,2026-08-04 21:27:44,14904,1,NQ,Sven Carrosa
52359,オーケストリオン譜:ランドスケーピング,Pandaemonium,2026-08-04 21:27:38,750,1,NQ,X'ruru Fen
49305,コートリーラヴァー・キャスターシューズ,Shinryu,2026-08-04 21:27:38,92416,1,HQ,Nyachi Mimifal
37360,ダウンライト・ウッドロフト,Titan,2026-08-04 21:27:34,20989,1,NQ,Nabi Qve
27714,ハイミスリルインゴット,Chocobo,2026-08-04 21:27:34,2512,1,NQ,Yakumo Julai
49265,コートリーラヴァー・ウォーコイト,Unicorn,2026-08-04 21:27:28,159997,1,HQ,Mia Pumpkin
36210,雪亜麻布,Ixion,2026-08-04 21:27:26,1970,2,HQ,Ninzyar Bird
15441,マメット・ブラキオ,Titan,2026-08-04 21:27:24,80,1,NQ,Tomo Makino
35020,クラシカル・ロングソード,Durandal,2026-08-04 21:27:21,4280,1,NQ,Ciel Aa
36341,アーク・エンジェルウィング,Tonberry,2026-08-04 21:27:18,92999,1,NQ,Olrak Kubyertos
49305,コートリーラヴァー・キャスターシューズ,Ridill,2026-08-04 21:27:14,80000,1,HQ,Kren Elpis
49303,コートリーラヴァー・キャスターグローブ,Shinryu,2026-08-04 21:27:10,109771,1,HQ,Nyachi Mimifal
27716,タングステンスチールインゴット,Chocobo,2026-08-04 21:27:06,900,1,NQ,Yakumo Julai
49303,コートリーラヴァー・キャスターグローブ,Shinryu,2026-08-04 21:27:06,109771,1,HQ,Ya Mi
27716,タングステンスチールインゴット,Chocobo,2026-08-04 21:27:05,900,1,NQ,Yakumo Julai
15927,ムーンファイアサンダル,Shinryu,2026-08-04 21:27:04,1000,1,NQ,Yurin Chloe
36086,パームシロップ,Chocobo,2026-08-04 21:27:02,120,99,NQ,Liza Water
49302,コートリーラヴァー・キャスターバトルドレス,Shinryu,2026-08-04 21:27:01,259170,1,HQ,Ya Mi
15923,ムーンファイアトランクス,Atomos,2026-08-04 21:27:00,4900,1,NQ,Aya Minatsuki
44138,海島綿,Titan,2026-08-04 21:27:00,150,4,NQ,Dio Nioh
47899,タイクーンプリンセス・タイツ,Ixion,2026-08-04 21:26:59,350000,1,NQ,Sheryl Wainwright
15923,ムーンファイアトランクス,Atomos,2026-08-04 21:26:58,4900,1,NQ,Aya Minatsuki
27717,虹結晶材,Unicorn,2026-08-04 21:26:58,9000,11,NQ,Beelzebub Foxx
15923,ムーンファイアトランクス,Atomos,2026-08-04 21:26:56,4898,1,NQ,Aya Minatsuki
44030,高山亜麻布,Anima,2026-08-04 21:26:49,1350,2,HQ,Rin Seto
52255,カララント:アディショナルカラー1,Mandragora,2026-08-04 21:26:48,3980,2,NQ,O'vincent Kaltz
52255,カララント:アディショナルカラー1,Mandragora,2026-08-04 21:26:47,3980,2,NQ,O'vincent Kaltz
49301,コートリーラヴァー・キャスターフード,Shinryu,2026-08-04 21:26:47,108242,1,HQ,Ya Mi
49304,コートリーラヴァー・キャスターパンタロン,Carbuncle,2026-08-04 21:26:45,170291,1,HQ,Victoria Diaz
44030,高山亜麻布,Anima,2026-08-04 21:26:45,1000,10,HQ,Rin Seto
14942,ウィンドシルクボトム,Atomos,2026-08-04 21:26:45,10,1,NQ,Aya Minatsuki
52255,カララント:アディショナルカラー1,Mandragora,2026-08-04 21:26:45,3980,3,NQ,O'vincent Kaltz
14942,ウィンドシルクボトム,Atomos,2026-08-04 21:26:44,10,1,NQ,Aya Minatsuki
52255,カララント:アディショナルカラー1,Mandragora,2026-08-04 21:26:44,3980,4,NQ,O'vincent Kaltz
52255,カララント:アディショナルカラー1,Mandragora,2026-08-04 21:26:42,3900,2,NQ,O'vincent Kaltz
31981,第四次復興用の最高級ホワイトシーダー原木【検】,Valefor,2026-08-04 21:26:41,150,15,NQ,Ram Elam
31981,第四次復興用の最高級ホワイトシーダー原木【検】,Valefor,2026-08-04 21:26:40,150,30,NQ,Ram Elam
31981,第四次復興用の最高級ホワイトシーダー原木【検】,Valefor,2026-08-04 21:26:39,147,5,NQ,Ram Elam
31981,第四次復興用の最高級ホワイトシーダー原木【検】,Valefor,2026-08-04 21:26:38,137,10,NQ,Ram Elam
31981,第四次復興用の最高級ホワイトシーダー原木【検】,Valefor,2026-08-04 21:26:37,137,99,NQ,Ram Elam
49262,コートリーラヴァー・ブレード,Asura,2026-08-04 21:26:26,225000,1,HQ,Natsume Millsage
44019,ウコギ材,Mandragora,2026-08-04 21:26:26,800,2,NQ,Kc Kc
44019,ウコギ材,Mandragora,2026-08-04 21:26:25,792,8,NQ,Kc Kc
41465,ヘアカタログ:サイドコーンロウ,Chocobo,2026-08-04 21:26:24,857999,1,NQ,Bulgogi Rice
31986,第四次復興用の最高級金鉱【検】,Valefor,2026-08-04 21:26:24,67,99,NQ,Ram Elam
31986,第四次復興用の最高級金鉱【検】,Valefor,2026-08-04 21:26:23,67,99,NQ,Ram Elam
44019,ウコギ材,Mandragora,2026-08-04 21:26:22,1700,10,NQ,Kc Kc
31986,第四次復興用の最高級金鉱【検】,Valefor,2026-08-04 21:26:22,67,99,NQ,Ram Elam
31986,第四次復興用の最高級金鉱【検】,Valefor,2026-08-04 21:26:21,35,10,NQ,Ram Elam
31986,第四次復興用の最高級金鉱【検】,Valefor,2026-08-04 21:26:20,25,99,NQ,Ram Elam
43606,ヘアカタログ:ソフトツーブロック,Chocobo,2026-08-04 21:26:07,34000,1,NQ,Raghi'a Bikki
49217,オルコ・リネン,Zeromus,2026-08-04 21:26:02,28600,2,HQ,Sol Azurite
5328,羅紗,Unicorn,2026-08-04 21:25:59,1000,2,HQ,Anzi Stark
43974,ロイヤルメープルシロップ,Hades,2026-08-04 21:25:55,305,15,HQ,Ria Lunaria
43974,ロイヤルメープルシロップ,Hades,2026-08-04 21:25:52,50,2,HQ,Ria Lunaria
12895,発酵バター,Valefor,2026-08-04 21:25:49,900,2,HQ,Leghorn Popopo
12895,発酵バター,Valefor,2026-08-04 21:25:48,900,2,HQ,Leghorn Popopo
52632,耐候性合板,Yojimbo,2026-08-04 21:25:44,949000,1,NQ,Renate Nivian
52632,耐候性合板,Yojimbo,2026-08-04 21:25:43,940000,1,NQ,Renate Nivian
40601,ヘアカタログ:ラフミディアム,Chocobo,2026-08-04 21:25:42,499980,1,NQ,Bulgogi Rice
41765,名匠のハイオメガマテリジャ,Ramuh,2026-08-04 21:25:42,4500,1,NQ,Ayameiris Starrynight
52632,耐候性合板,Yojimbo,2026-08-04 21:25:42,940000,1,NQ,Renate Nivian
52632,耐候性合板,Yojimbo,2026-08-04 21:25:41,939000,1,NQ,Renate Nivian
41765,名匠のハイオメガマテリジャ,Ramuh,2026-08-04 21:25:40,4490,3,NQ,Ayameiris Starrynight
41765,名匠のハイオメガマテリジャ,Ramuh,2026-08-04 21:25:39,4217,1,NQ,Ayameiris Starrynight
41765,名匠のハイオメガマテリジャ,Ramuh,2026-08-04 21:25:38,4000,4,NQ,Ayameiris Starrynight
41765,名匠のハイオメガマテリジャ,Ramuh,2026-08-04 21:25:36,4000,4,NQ,Ayameiris Starrynight
39312,サロンサーバー・シューズ,Masamune,2026-08-04 21:25:35,380,1,NQ,Moco Usagi
39314,サロンサーバー・ドレスグローブ,Atomos,2026-08-04 21:25:33,500,1,NQ,Aya Minatsuki
39314,サロンサーバー・ドレスグローブ,Atomos,2026-08-04 21:25:32,500,1,NQ,Aya Minatsuki
39314,サロンサーバー・ドレスグローブ,Atomos,2026-08-04 21:25:31,499,1,NQ,Aya Minatsuki
39314,サロンサーバー・ドレスグローブ,Atomos,2026-08-04 21:25:30,400,1,NQ,Aya Minatsuki
49216,マストドンレザー,Hades,2026-08-04 21:25:30,20000,2,HQ,Rin Pie
49216,マストドンレザー,Hades,2026-08-04 21:25:29,20000,3,HQ,Rin Pie
43855,ポッパールアー,Ixion,2026-08-04 21:25:29,6990,10,NQ,Dakotite Hameta
37363,ブックシェルフ・シークレットパーティション,Yojimbo,2026-08-04 21:25:28,9999,1,NQ,Maron Montblanc
8795,ザナラーン・オープンシェルフ,Yojimbo,2026-08-04 21:25:28,1400,1,NQ,Iroha Astoria
49244,ポポトポタージュ,Ridill,2026-08-04 21:25:27,2999,30,HQ,Sumi Browntabby
52272,グレーホイールローダー起動鍵,Bahamut,2026-08-04 21:25:26,500000,1,NQ,Banana Seven
52442,スタイルカタログ:ベルトアイガード:左,Unicorn,2026-08-04 21:25:23,291000,1,NQ,Mekeke Meke
44135,混鉄鉱,Garuda,2026-08-04 21:25:19,200,4,NQ,Atsumu Miya
46798,ヘアカタログ:シンプルストレート,Carbuncle,2026-08-04 21:25:18,5786000,1,NQ,Luluce Luce
24592,レインコート,Ifrit,2026-08-04 21:25:18,550,1,NQ,Jill Melrose
12583,バーチ材,Fenrir,2026-08-04 21:25:15,600,4,NQ,Jade Eve
45070,ドリーム・オブ・ウェポンチェスト,Durandal,2026-08-04 21:25:10,2350000,1,NQ,Perle Pell
44005,ホワイトゴールド鉱,Shinryu,2026-08-04 21:25:07,27,22,NQ,Kiku Sui
28612,演技教本:斜め立ち,Chocobo,2026-08-04 21:25:02,50000,1,NQ,Raghi'a Bikki
44030,高山亜麻布,Tiamat,2026-08-04 21:25:01,150,1,NQ,Toshiya Ku
44030,高山亜麻布,Tiamat,2026-08-04 21:24:59,150,2,NQ,Toshiya Ku
36245,クンビーラの粗皮,Ixion,2026-08-04 21:24:51,395,5,NQ,Aiolia Leo
44151,プルスサウルスレザー,Masamune,2026-08-04 21:24:50,20,2,NQ,Astrea Centenario
49208,高密度軽銀鉱,Garuda,2026-08-04 21:24:47,599,4,NQ,Atsumu Miya
36212,カエアンビロード,Hades,2026-08-04 21:24:37,500,2,NQ,Ciel Lamina
43855,ポッパールアー,Masamune,2026-08-04 21:24:32,1500,10,NQ,Titann' Bisma
44019,ウコギ材,Durandal,2026-08-04 21:24:31,809,1,NQ,Chartier Nike
44019,ウコギ材,Durandal,2026-08-04 21:24:30,700,1,NQ,Chartier Nike
43855,ポッパールアー,Masamune,2026-08-04 21:24:30,1500,10,NQ,Titann' Bisma
43855,ポッパールアー,Masamune,2026-08-04 21:24:28,1500,10,NQ,Titann' Bisma
32829,演技教本:ホウキで掃く,Chocobo,2026-08-04 21:24:26,200000,1,NQ,Bulgogi Rice
41775,達識のハイアルテマテリジャ,Gungnir,2026-08-04 21:24:24,999,10,NQ,Sele Nite
12538,アダマン鉱,Titan,2026-08-04 21:24:24,500,3,NQ,Sasami Yukida
41775,達識のハイアルテマテリジャ,Gungnir,2026-08-04 21:24:23,998,8,NQ,Sele Nite
41775,達識のハイアルテマテリジャ,Gungnir,2026-08-04 21:24:22,950,1,NQ,Sele Nite
27707,ストーンゴールドナゲット,Bahamut,2026-08-04 21:24:22,490,1,NQ,Udon Mizusawa
41775,達識のハイアルテマテリジャ,Gungnir,2026-08-04 21:24:21,900,1,NQ,Sele Nite
48156,スタイルカタログ:グラデーションフレームグラス,Typhon,2026-08-04 21:24:21,500,1,NQ,Darren Sunday
20474,道士雲履,Masamune,2026-08-04 21:24:18,240,1,NQ,Moco Usagi
7763,シュラウドソイルG3,Atomos,2026-08-04 21:24:14,1400,7,NQ,Momomo Nora
49217,オルコ・リネン,Gungnir,2026-08-04 21:24:12,14000,5,NQ,Fifil Feeder
49217,オルコ・リネン,Gungnir,2026-08-04 21:24:10,10004,3,NQ,Fifil Feeder
5328,羅紗,Alexander,2026-08-04 21:24:09,1000,1,NQ,Kaden Claris
44058,シルバリオレザー,Belias,2026-08-04 21:24:01,1204,8,NQ,Yoa Hpnotiq
19943,卸し鉄,Unicorn,2026-08-04 21:24:01,1400,1,NQ,Aranami Holy
